State Fiscal Year Ending,District Code,District,Total Staffing,Intake/Case Maintenance,Services Program,Services Administration,Employment Programs,Medicaid Eligibility Determination and Payment Authorization,Medicaid Policy Planning and Administration,Training,Supplemental Nutrition Assistance Program,Child Support,Fraud and Abuse,Home Energy Assistance Program,Welfare Management System,Other Reimbursable Programs,TANF Funded Services,Administrative Overhead,Non-Administrative Local Program,Overall Overhead
2009,48,Sullivan,179,12,56,5,4,35,0,1,12,17,12,,3,10,,13,0,0
2009,47,Suffolk,1647,229,485,31,49,310,45,2,109,158,20,,19,38,,153,0,0
2009,46,Steuben,205,14,53,10,12,29,0,1,17,27,8,,2,7,,23,1,0
2009,45,Seneca,83,4,29,1,0,18,1,1,5,7,2,,2,3,,9,0,0
2009,44,Schuyler,54,3,15,2,3,7,0,1,3,5,2,,1,1,,9,0,0
2009,43,Schoharie,81,5,27,3,3,15,0,0,5,8,1,,1,2,,9,0,0
2009,42,Schenectady,228,25,114,7,0,25,2,1,10,19,7,,4,4,,10,0,0
2009,41,Saratoga,207,16,61,13,4,43,0,1,13,27,5,,6,9,,10,0,0
2009,40,St. Lawrence,248,17,45,20,14,52,4,2,15,27,5,,4,14,,29,1,0
2009,39,Rockland,469,33,162,1,25,104,2,2,21,31,11,,10,4,,41,19,1
2009,38,Rensselaer,249,39,80,6,7,33,0,2,14,22,7,,6,13,,22,0,0
2009,37,Putnam,75,4,16,5,4,21,0,1,2,5,1,,2,2,,12,0,0
2009,36,Otsego,132,10,54,1,5,23,0,1,4,7,1,,3,9,,14,0,0
2009,35,Oswego,234,21,85,12,0,33,0,2,16,24,5,,2,15,,19,0,0
2009,34,Orleans,91,7,25,5,2,15,0,1,6,10,1,,1,6,,12,0,0
2009,33,Orange,453,67,140,38,0,69,0,4,20,35,16,,16,6,,40,1,2
2009,32,Ontario,155,14,40,10,9,31,3,2,11,15,3,,0,8,,7,1,0
2009,31,Onondaga,733,113,212,45,2,124,0,2,55,62,17,,1,26,,71,3,0
2009,30,Oneida,537,84,105,25,15,78,22,5,38,52,19,,17,32,,45,0,0
2009,29,Niagara,410,53,87,35,18,56,0,1,62,41,9,,4,22,,19,0,0
2009,28,Nassau,906,137,257,47,28,190,4,5,26,79,11,,7,15,,101,0,0
2009,27,Montgomery,108,8,33,2,5,27,2,1,8,7,1,,2,5,,8,0,0
2009,26,Monroe,957,218,362,47,44,92,8,6,64,0,30,,9,49,,30,0,0
2009,25,Madison,117,8,33,17,3,20,0,1,8,12,0,,0,5,,10,0,0
2009,24,Livingston,146,10,43,13,11,20,0,2,9,13,2,,0,6,,17,0,0
2009,23,Lewis,69,3,17,1,3,9,0,1,6,6,1,,2,7,,12,0,0
2009,22,Jefferson,210,15,66,8,0,41,0,1,28,12,5,,4,11,,18,0,0
2009,21,Herkimer,134,6,32,7,7,25,0,1,13,15,2,,6,7,,14,0,0
2009,20,Hamilton,10,0,0,2,0,1,0,0,1,1,1,,1,0,,2,0,0
2009,19,Greene,111,5,34,2,4,16,6,3,4,9,4,,3,2,,19,0,0
2009,18,Genesee,113,5,34,11,6,16,0,1,7,9,3,,1,3,,15,0,0
2009,17,Fulton,136,9,41,1,7,19,6,2,11,11,6,,3,8,,14,0,0
2009,16,Franklin,147,20,51,3,3,24,1,1,4,19,3,,4,6,,10,0,0
2009,15,Essex,93,6,29,3,2,20,2,0,4,9,2,,3,2,,12,0,0
2009,14,Erie,1536,182,231,171,146,295,2,6,127,106,54,,11,66,,132,7,0
2009,13,Dutchess,355,40,99,32,9,48,0,2,21,35,10,,3,2,,55,0,0
2009,12,Delaware,101,8,36,5,3,14,3,1,6,8,3,,0,1,,14,0,0
2009,11,Cortland,129,17,38,8,6,16,0,1,9,11,2,,3,7,,12,0,0
2009,10,Columbia,151,10,40,15,3,29,1,1,8,10,7,,4,2,,20,0,0
2009,09,Clinton,186,12,65,10,11,24,3,1,15,15,4,,3,8,,16,0,0
2009,08,Chenango,116,5,25,4,5,18,0,2,6,10,5,,3,4,,10,20,0
2009,07,Chemung,178,16,56,17,3,22,0,1,11,17,9,,2,10,,14,0,0
2009,06,Chautauqua,309,32,108,3,23,49,8,1,18,33,6,,1,8,,18,0,0
2009,05,Cayuga,145,17,34,6,7,27,0,1,13,13,6,,6,5,,9,0,1
2009,04,Cattaraugus,181,17,39,7,20,33,0,0,17,18,2,,6,7,,15,0,0
2009,03,Broome,431,34,83,43,24,74,2,2,22,29,2,,7,21,,27,60,1
2009,02,Allegany,112,8,28,4,5,20,1,0,12,14,2,,1,5,,12,0,0
2009,01,Albany,574,62,164,21,28,66,4,2,26,32,25,,0,14,,64,65,4
2008,66,New York City,25355,5860,4864,1185,1054,2303,40,191,1598,774,1228,,16,177,,112,1772,4182
2008,57,Yates,43,2,13,1,1,7,0,1,3,4,1,,1,1,,9,0,0
2008,56,Wyoming,82,7,16,5,2,16,0,2,7,9,2,,2,8,,0,0,7
2008,55,Westchester,1180,149,387,94,38,217,8,2,49,76,45,,16,4,,95,0,0
2008,54,Wayne,146,18,41,7,3,39,0,1,10,10,2,,3,3,,10,0,0
2008,53,Washington,142,13,37,7,6,25,4,1,10,10,4,,4,11,,9,0,0
2008,52,Warren,127,15,33,7,4,26,0,1,9,12,3,,2,3,,12,0,0
2008,51,Ulster,302,26,107,18,14,63,6,0,15,20,11,,3,5,,14,0,0
2008,50,Tompkins,181,24,52,15,12,24,6,2,8,13,2,,3,4,,0,0,15
2008,49,Tioga,105,9,24,5,7,10,1,5,8,10,2,,5,5,,16,0,0
2008,48,Sullivan,181,14,58,5,0,34,0,1,11,16,10,,6,8,,17,2,0
2008,47,Suffolk,1572,239,481,30,47,263,42,2,92,161,16,,21,27,,152,0,0
2008,46,Steuben,201,16,53,8,11,27,0,1,20,28,8,,2,5,,15,1,7
2008,45,Seneca,84,6,29,3,0,17,1,1,4,7,2,,2,2,,10,0,0
2008,44,Schuyler,52,3,15,2,3,7,0,1,3,5,2,,2,1,,8,0,0
2008,43,Schoharie,76,5,26,2,3,13,0,1,5,8,1,,1,3,,9,0,0
2008,42,Schenectady,233,28,114,8,0,23,2,1,11,21,10,,2,4,,9,0,0
2008,41,Saratoga,202,12,69,6,4,41,0,1,12,28,4,,5,8,,11,1,0
2008,40,St. Lawrence,247,22,44,20,14,51,4,2,16,27,6,,4,7,,29,1,0
2008,39,Rockland,477,37,163,2,26,105,3,2,23,32,12,,10,3,,37,20,3
2008,38,Rensselaer,247,45,80,6,7,31,0,2,12,22,6,,6,10,,21,0,0
2008,37,Putnam,77,3,17,5,4,21,0,1,3,5,1,,2,2,,12,0,0
2008,36,Otsego,132,10,53,1,4,22,0,1,5,6,1,,3,9,,16,0,0
2008,35,Oswego,225,23,82,10,1,30,0,1,15,24,4,,3,15,,17,0,0
2008,34,Orleans,92,9,30,0,3,15,0,1,5,9,1,,1,5,,11,0,0
2008,33,Orange,466,70,135,40,0,76,0,4,20,39,16,,16,8,,40,1,2
2008,32,Ontario,150,13,37,10,8,32,1,3,12,15,2,,0,7,,6,3,0
2008,31,Onondaga,740,115,219,49,3,123,0,2,52,63,16,,1,20,,76,2,0
2008,30,Oneida,520,84,82,37,16,75,18,5,38,51,19,,17,39,,41,0,0
2008,29,Niagara,411,60,88,37,18,58,0,1,54,39,9,,4,22,,18,2,0
2008,28,Nassau,926,130,266,39,28,194,4,6,24,86,11,,25,13,,101,0,0
2008,27,Montgomery,102,9,30,2,5,25,1,1,6,8,1,,2,5,,8,0,0
2008,26,Monroe,871,190,288,32,43,84,7,5,69,0,39,,9,77,,29,0,0
2008,25,Madison,114,7,32,14,3,19,0,1,10,12,0,,0,6,,11,0,0
2008,24,Livingston,144,10,40,14,10,19,0,2,10,14,2,,0,5,,18,0,0
2008,23,Lewis,68,2,18,1,3,10,0,1,5,6,1,,2,6,,12,0,0
2008,22,Jefferson,206,18,62,8,0,38,0,1,26,12,6,,4,11,,20,0,0
2008,21,Herkimer,132,7,37,3,4,29,0,1,10,14,3,,5,6,,14,0,0
2008,20,Hamilton,10,0,0,1,0,1,0,0,1,1,1,,1,0,,2,0,0
2008,19,Greene,107,5,33,2,4,17,5,3,4,8,2,,3,2,,19,0,0
2008,18,Genesee,112,5,34,10,6,15,0,1,8,9,4,,2,3,,15,0,0
2008,17,Fulton,136,9,40,1,7,20,7,2,9,10,6,,3,8,,14,0,0
2008,16,Franklin,141,20,48,3,3,22,1,1,4,19,3,,3,4,,9,0,0
2008,15,Essex,92,5,29,3,2,19,2,0,4,10,2,,3,2,,11,0,0
2008,14,Erie,1516,189,210,171,150,298,2,4,126,107,49,,12,68,,124,7,0
2008,13,Dutchess,356,39,99,32,10,46,0,2,21,37,10,,4,1,,55,0,0
2008,12,Delaware,101,8,36,5,3,14,3,1,6,8,3,,0,1,,14,0,0
2008,11,Cortland,121,16,35,7,7,15,0,1,8,11,2,,3,5,,11,0,0
2008,10,Columbia,145,10,37,15,3,27,1,1,7,12,7,,5,2,,20,0,0
2008,09,Clinton,186,12,64,10,13,24,3,1,14,15,3,,3,7,,16,0,0
2008,08,Chenango,115,5,25,4,6,16,0,2,5,11,7,,3,2,,10,19,0
2008,07,Chemung,173,18,49,17,2,21,0,1,11,17,8,,2,12,,17,0,0
2008,06,Chautauqua,311,33,107,3,23,47,9,1,17,35,8,,1,9,,20,0,0
2008,05,Cayuga,142,17,33,6,7,26,0,1,12,13,6,,6,5,,9,0,1
2008,04,Cattaraugus,178,18,0,42,19,35,0,0,18,18,2,,6,6,,14,0,0
2008,03,Broome,447,35,87,39,26,70,2,3,22,29,2,,7,19,,28,79,1
2008,02,Allegany,112,8,28,4,6,18,1,0,11,14,2,,1,7,,11,0,0
2008,01,Albany,571,62,164,22,21,64,5,3,24,32,24,,0,11,,67,68,4
2007,66,New York City,24324,5928,4672,1174,982,2237,42,187,1507,744,1280,,17,106,,49,1659,3741
2007,57,Yates,41,2,13,1,1,7,1,1,2,4,1,,1,1,,7,0,0
2007,56,Wyoming,81,7,15,5,2,15,0,3,7,8,2,,1,8,,0,0,7
2007,55,Westchester,1156,166,370,84,31,214,8,3,43,75,44,,18,5,,94,0,0
2007,54,Wayne,145,19,41,7,3,35,0,1,9,12,2,,2,3,,9,0,0
2007,53,Washington,134,12,36,7,5,23,4,2,10,10,4,,4,8,,8,0,0
2007,52,Warren,128,12,34,7,4,28,0,1,11,11,3,,2,2,,14,0,0
2007,51,Ulster,304,30,101,19,13,62,5,2,15,18,11,,2,5,,21,0,0
2007,50,Tompkins,175,26,48,15,8,19,7,1,9,13,2,,3,6,,0,1,16
2007,49,Tioga,104,7,23,6,6,10,1,6,7,11,2,,5,4,,17,0,0
2007,48,Sullivan,192,15,59,6,0,33,0,1,12,18,11,,9,9,,19,1,0
2007,47,Suffolk,1533,255,466,33,46,228,43,3,90,165,18,,21,22,,143,0,0
2007,46,Steuben,190,16,55,7,11,24,0,2,17,25,5,,2,3,,0,1,22
2007,45,Seneca,85,6,34,0,1,16,1,1,3,7,2,,2,2,,10,0,0
2007,44,Schuyler,50,2,14,2,3,7,0,1,4,5,1,,2,1,,8,0,0
2007,43,Schoharie,72,4,24,2,3,13,0,0,5,7,1,,1,2,,9,0,0
2007,42,Schenectady,218,31,100,8,0,22,2,1,10,20,9,,4,4,,9,0,0
2007,41,Saratoga,206,11,68,8,3,42,0,1,15,29,5,,5,8,,11,1,0
2007,40,St. Lawrence,249,21,44,20,16,51,4,2,17,27,6,,4,8,,29,1,0
2007,39,Rockland,492,45,166,4,24,102,3,3,24,33,16,,10,6,,35,19,3
2007,38,Rensselaer,251,48,73,13,7,33,0,2,11,23,6,,5,9,,23,0,0
2007,37,Putnam,79,3,16,5,4,20,0,1,3,5,1,,2,2,,15,1,0
2007,36,Otsego,135,11,57,1,4,25,0,1,7,6,1,,2,3,,16,0,0
2007,35,Oswego,220,25,79,10,1,30,0,1,16,24,3,,4,10,,16,0,0
2007,34,Orleans,92,11,29,0,5,16,0,1,5,10,1,,1,5,,0,0,9
2007,33,Orange,462,68,134,42,0,72,0,4,29,39,15,,15,3,,38,1,2
2007,32,Ontario,142,13,39,10,2,32,1,2,14,15,2,,0,5,,7,0,0
2007,31,Onondaga,729,111,216,48,3,121,0,2,55,62,13,,1,21,,75,3,0
2007,30,Oneida,518,82,96,23,18,77,18,6,36,49,19,,16,37,,40,0,0
2007,29,Niagara,412,67,82,44,20,63,0,1,43,41,9,,4,23,,17,0,0
2007,28,Nassau,926,128,277,41,31,178,6,5,26,95,11,,25,9,,96,0,0
2007,27,Montgomery,94,7,27,2,4,21,1,1,7,8,0,,1,4,,11,0,0
2007,26,Monroe,829,209,291,29,43,75,6,5,54,0,40,,9,39,,29,0,0
2007,25,Madison,115,7,32,14,3,19,0,1,9,13,0,,1,5,,10,0,0
2007,24,Livingston,140,9,38,14,9,19,0,2,11,14,2,,0,6,,16,0,0
2007,23,Lewis,63,3,17,1,3,9,0,1,5,6,1,,2,3,,11,0,0
2007,22,Jefferson,207,22,60,8,0,38,0,1,26,13,6,,4,10,,20,0,0
2007,21,Herkimer,133,7,36,3,5,31,0,1,8,14,2,,5,5,,15,0,0
2007,20,Hamilton,10,0,0,1,0,1,0,0,1,1,2,,1,0,,2,0,0
2007,19,Greene,105,5,32,2,4,15,6,3,4,9,2,,3,2,,18,0,0
2007,18,Genesee,110,6,34,11,7,14,0,1,7,9,4,,2,2,,14,0,0
2007,17,Fulton,134,8,40,1,6,21,7,1,10,10,6,,3,7,,13,0,0
2007,16,Franklin,136,20,45,1,3,22,1,1,4,19,2,,3,5,,11,0,0
2007,15,Essex,88,5,27,2,2,19,2,1,4,9,2,,3,2,,10,0,0
2007,14,Erie,1461,189,201,176,150,281,2,5,100,105,47,,9,62,,129,6,0
2007,13,Dutchess,350,42,99,33,5,41,0,2,22,36,10,,5,0,,54,0,0
2007,12,Delaware,106,9,35,5,3,15,3,1,7,9,3,,0,1,,16,0,0
2007,11,Cortland,116,13,34,7,8,14,0,1,7,11,2,,3,4,,11,0,0
2007,10,Columbia,138,10,34,15,3,23,1,1,7,11,7,,5,1,,20,0,0
2007,09,Clinton,181,12,59,10,13,24,3,1,14,15,4,,3,7,,16,0,0
2007,08,Chenango,112,4,24,4,6,14,0,2,4,11,7,,3,2,,10,20,0
2007,07,Chemung,165,18,49,14,3,19,0,1,9,17,7,,1,10,,15,0,0
2007,06,Chautauqua,304,40,107,3,18,44,10,1,14,35,7,,1,6,,20,0,0
2007,05,Cayuga,139,18,34,6,7,23,0,1,11,12,6,,6,6,,9,0,1
2007,04,Cattaraugus,176,20,0,43,16,34,0,0,16,17,2,,6,6,,16,0,0
2007,03,Broome,443,37,90,34,27,67,2,2,21,27,2,,7,19,,28,80,1
2007,02,Allegany,110,15,4,25,5,20,0,0,12,14,3,,1,5,,7,0,0
2007,01,Albany,557,62,154,31,21,63,5,3,25,31,14,,1,10,,67,68,4
2006,66,New York City,25431,5623,4667,1240,1089,2458,45,191,1680,784,1388,,14,122,,57,2347,3727
2006,57,Yates,38,1,13,1,0,6,0,1,2,4,1,,1,1,,6,0,0
2006,56,Wyoming,80,7,14,6,2,15,1,2,8,7,2,,2,7,,0,0,9
2006,55,Westchester,1123,166,342,83,30,217,8,3,38,77,45,,19,3,,91,0,0
2006,54,Wayne,143,19,41,7,2,32,0,1,10,12,2,,3,4,,9,0,0
2006,53,Washington,132,12,37,7,5,21,3,1,10,10,4,,4,8,,8,0,0
2006,52,Warren,125,12,31,7,5,26,0,1,10,11,3,,2,4,,14,0,0
2006,51,Ulster,307,24,98,23,16,60,6,2,16,18,11,,2,7,,23,0,0
2006,50,Tompkins,169,26,48,14,3,19,6,1,10,14,2,,3,6,,0,1,16
2006,49,Tioga,101,6,22,4,4,11,1,6,7,11,2,,5,6,,16,0,0
2006,48,Sullivan,188,14,57,5,0,31,0,1,12,18,11,,9,10,,20,0,0
2006,47,Suffolk,1481,266,443,35,25,204,43,5,85,159,16,,24,36,,139,0,0
2006,46,Steuben,187,15,55,7,10,22,0,1,18,27,5,,3,2,,0,1,21
2006,45,Seneca,82,6,33,0,3,14,1,1,4,7,3,,2,2,,7,0,0
2006,44,Schuyler,48,2,13,2,2,7,0,1,3,5,1,,2,2,,8,0,0
2006,43,Schoharie,73,5,23,2,3,11,0,0,6,8,1,,1,3,,9,0,0
2006,42,Schenectady,220,29,106,6,0,20,2,1,11,18,10,,4,5,,8,0,0
2006,41,Saratoga,202,10,67,9,5,37,0,1,13,28,5,,4,10,,11,1,0
2006,40,St. Lawrence,247,22,43,20,17,50,4,2,16,27,6,,5,11,,25,1,0
2006,39,Rockland,500,46,156,15,23,86,3,3,21,31,20,,27,6,,42,19,3
2006,38,Rensselaer,245,40,50,33,4,33,0,2,17,20,4,,3,14,,23,0,0
2006,37,Putnam,77,3,15,5,4,18,1,1,3,6,1,,2,3,,15,0,0
2006,36,Otsego,136,10,60,1,4,27,1,1,7,6,1,,3,3,,14,0,0
2006,35,Oswego,215,25,77,11,1,30,0,1,13,24,4,,3,10,,16,1,0
2006,34,Orleans,88,11,29,0,2,15,0,1,5,10,1,,1,4,,0,0,10
2006,33,Orange,457,61,130,43,0,68,0,4,35,40,14,,14,6,,39,1,2
2006,32,Ontario,142,12,40,9,3,31,1,1,13,15,2,,0,7,,8,0,0
2006,31,Onondaga,728,115,213,50,3,115,0,3,52,63,12,,1,24,,74,2,0
2006,30,Oneida,523,84,95,25,19,78,20,7,34,51,25,,17,29,,40,0,0
2006,29,Niagara,423,81,77,46,19,68,0,1,30,44,10,,4,24,,19,0,0
2006,28,Nassau,938,134,297,24,22,169,7,6,29,104,11,,25,12,,99,0,0
2006,27,Montgomery,94,8,26,2,3,20,1,1,6,8,0,,1,5,,13,0,0
2006,26,Monroe,802,203,312,6,35,75,6,7,55,0,32,,9,36,,25,0,0
2006,25,Madison,112,7,30,14,3,19,0,1,9,13,0,,1,5,,10,0,0
2006,24,Livingston,137,9,35,15,9,17,0,2,10,12,2,,0,8,,17,0,0
2006,23,Lewis,61,3,17,0,3,8,0,1,4,6,1,,2,3,,13,0,0
2006,22,Jefferson,206,22,57,7,0,38,0,1,26,13,5,,5,10,,22,0,0
2006,21,Herkimer,129,11,36,2,4,28,0,1,7,13,3,,6,8,,10,0,0
2006,20,Hamilton,9,0,0,1,1,1,0,1,1,1,1,,1,1,,2,0,0
2006,19,Greene,101,5,29,2,5,12,6,1,5,9,2,,3,3,,19,0,0
2006,18,Genesee,108,5,32,10,6,13,0,1,7,9,3,,2,6,,15,0,0
2006,17,Fulton,131,10,39,0,6,20,7,2,10,10,5,,3,6,,13,0,0
2006,16,Franklin,134,20,43,1,2,21,1,0,3,19,3,,3,6,,11,0,0
2006,15,Essex,84,4,25,2,1,18,2,1,3,9,3,,3,2,,10,1,0
2006,14,Erie,1410,168,195,180,124,267,1,5,99,109,46,,11,68,,134,3,0
2006,13,Dutchess,343,37,98,30,9,41,0,2,23,36,11,,5,1,,50,0,0
2006,12,Delaware,104,7,34,5,3,15,3,1,7,9,3,,0,2,,16,0,0
2006,11,Cortland,115,14,32,6,7,14,0,1,7,11,2,,3,6,,11,0,0
2006,10,Columbia,133,10,29,16,3,21,1,1,6,10,8,,5,4,,18,0,0
2006,09,Clinton,179,13,58,10,12,23,3,1,15,15,4,,3,7,,16,0,0
2006,08,Chenango,110,4,25,5,6,13,0,3,3,11,7,,3,2,,9,19,0
2006,07,Chemung,161,15,49,15,2,15,1,1,9,19,8,,1,14,,13,0,0
2006,06,Chautauqua,304,35,106,3,22,42,10,1,15,36,6,,1,8,,20,0,0
2006,05,Cayuga,69,9,17,3,3,11,0,1,6,6,3,,3,4,,5,0,1
2006,04,Cattaraugus,174,18,0,44,15,32,0,0,18,18,2,,6,6,,15,0,0
2006,03,Broome,460,39,91,30,23,63,5,2,20,49,1,,7,19,,29,82,1
2006,02,Allegany,110,16,0,28,4,19,0,0,12,14,3,,1,7,,6,0,0
2006,01,Albany,548,61,172,14,20,58,4,3,26,32,12,,1,9,,67,67,3
2005,66,New York City,23273,5692,4540,739,698,2304,45,170,1575,760,1241,,12,122,,53,2123,3199
2005,57,Yates,41,1,13,1,1,6,0,1,2,4,1,,2,1,,8,0,0
2005,56,Wyoming,78,6,16,4,3,17,1,2,8,7,2,,2,4,,0,0,7
2005,55,Westchester,1121,171,348,61,41,216,8,3,37,78,44,,21,4,,90,0,0
2005,54,Wayne,141,19,43,5,2,31,0,1,10,11,3,,3,5,,8,0,0
2005,53,Washington,130,12,39,6,5,21,4,1,10,10,4,,4,5,,8,0,0
2005,52,Warren,120,13,31,5,4,21,0,1,11,11,2,,2,4,,14,0,0
2005,51,Ulster,300,31,101,18,9,58,5,2,15,18,11,,2,7,,21,0,0
2005,50,Tompkins,171,26,50,12,5,19,7,1,10,14,3,,3,4,,4,1,13
2005,49,Tioga,98,8,20,3,3,10,1,7,5,10,2,,5,7,,17,0,0
2005,48,Sullivan,182,15,57,4,0,30,0,1,9,19,11,,8,9,,20,0,0
2005,47,Suffolk,1470,269,451,26,20,191,44,7,80,156,17,,28,40,,144,0,0
2005,46,Steuben,190,14,58,5,12,20,0,1,19,30,5,,3,3,,0,1,20
2005,45,Seneca,85,7,33,0,2,13,1,1,5,7,3,,2,5,,7,0,0
2005,44,Schuyler,46,2,14,2,1,6,0,1,3,5,1,,2,2,,8,0,0
2005,43,Schoharie,72,4,24,1,3,11,0,0,6,9,1,,1,3,,9,0,0
2005,42,Schenectady,224,28,108,5,0,19,2,1,12,20,10,,4,7,,9,0,0
2005,41,Saratoga,199,9,71,7,5,33,0,1,13,27,5,,5,12,,11,1,0
2005,40,St. Lawrence,248,22,46,14,16,48,4,2,16,27,6,,5,16,,27,1,0
2005,39,Rockland,488,43,150,9,19,94,3,3,22,32,20,,15,16,,37,21,3
2005,38,Rensselaer,246,38,59,24,5,31,0,2,17,22,4,,3,17,,24,0,0
2005,37,Putnam,77,3,16,4,4,17,2,1,3,6,1,,2,4,,14,0,0
2005,36,Otsego,139,9,62,0,4,23,4,1,8,5,0,,3,3,,16,0,0
2005,35,Oswego,215,28,77,8,1,28,0,1,13,24,3,,3,12,,16,1,0
2005,34,Orleans,84,9,27,1,2,14,0,1,4,9,1,,1,6,,0,0,10
2005,33,Orange,462,68,153,26,0,66,0,4,32,38,14,,12,7,,37,1,2
2005,32,Ontario,140,13,43,7,2,28,2,2,10,15,2,,0,7,,8,0,0
2005,31,Onondaga,734,130,219,46,3,109,0,4,50,63,12,,3,18,,73,2,0
2005,30,Oneida,537,96,96,25,18,76,17,7,35,52,28,,18,27,,41,0,0
2005,29,Niagara,422,78,86,35,20,72,0,1,26,42,12,,5,24,,20,0,0
2005,28,Nassau,939,123,297,28,15,169,8,6,29,107,12,,33,17,,97,0,0
2005,27,Montgomery,96,9,27,1,3,20,1,1,6,8,1,,1,4,,13,0,0
2005,26,Monroe,796,200,271,24,40,80,7,7,57,0,32,,12,39,,28,0,0
2005,25,Madison,111,7,33,9,3,18,0,1,10,13,1,,1,5,,11,0,0
2005,24,Livingston,136,9,36,11,11,18,0,2,10,12,2,,0,8,,17,0,0
2005,23,Lewis,63,3,18,0,1,9,0,1,4,6,2,,2,3,,14,0,0
2005,22,Jefferson,211,19,62,6,1,37,0,1,25,14,6,,5,13,,21,0,0
2005,21,Herkimer,128,11,38,2,1,27,0,1,10,13,3,,5,9,,9,0,0
2005,20,Hamilton,10,1,0,1,1,1,0,0,1,2,1,,1,0,,2,0,0
2005,19,Greene,101,5,30,2,4,13,6,3,5,8,2,,3,3,,19,0,0
2005,18,Genesee,108,5,35,8,6,13,0,1,6,10,3,,2,4,,15,0,0
2005,17,Fulton,131,9,38,0,5,20,7,2,10,11,6,,4,6,,14,0,0
2005,16,Franklin,133,19,43,1,3,22,1,0,4,19,4,,3,5,,11,0,0
2005,15,Essex,82,4,23,2,1,19,2,1,3,10,3,,3,2,,9,0,0
2005,14,Erie,1598,188,252,142,145,304,2,6,109,119,55,,15,103,,158,1,0
2005,13,Dutchess,344,38,107,22,8,39,0,2,21,37,11,,6,4,,48,0,0
2005,12,Delaware,100,6,32,3,3,14,3,1,7,9,3,,0,3,,16,0,0
2005,11,Cortland,116,14,38,2,7,12,0,1,11,11,2,,3,6,,10,0,0
2005,10,Columbia,129,8,33,11,3,19,1,1,6,11,7,,5,5,,19,0,0
2005,09,Clinton,179,14,58,8,11,22,3,1,15,15,4,,3,8,,17,0,0
2005,08,Chenango,107,4,27,3,5,9,0,3,5,10,7,,3,2,,10,19,0
2005,07,Chemung,156,14,51,11,3,18,0,1,8,18,7,,1,12,,13,0,0
2005,06,Chautauqua,309,39,99,2,20,42,10,1,14,36,7,,2,11,,26,0,0
2005,05,Cayuga,135,17,35,5,7,22,0,1,11,10,5,,4,6,,9,0,1
2005,04,Cattaraugus,181,24,18,26,16,34,0,1,14,19,3,,6,6,,14,0,0
2005,03,Broome,427,38,98,22,22,61,5,2,20,27,2,,7,17,,26,80,1
2005,02,Allegany,113,16,7,22,4,20,0,0,13,15,2,,2,6,,7,0,0
2005,01,Albany,532,77,167,14,13,52,4,3,24,30,12,,1,14,,56,64,3
